4. FACILITY NAME,8. ST,23. INDUSTRY SECTOR,37. CHEMICAL,42. CLEAN AIR ACT CHEMICAL,46. CARCINOGEN,47. PBT,48. PFAS,65. ON-SITE RELEASE TOTAL,88. OFF-SITE RELEASE TOTAL,104. OFF-SITE TREATED TOTAL,106. 6.2 - TOTAL TRANSFER,107. TOTAL RELEASES,115. 8.4 - RECYCLING ON SITE,116. 8.5 - RECYCLING OFF SIT,117. 8.6 - TREATMENT ON SITE,118. 8.7 - TREATMENT OFF SITE,119. PRODUCTION WSTE (8.1-8.7)
GREEN PLAINS MOUNT VERNON LLC,IN,Chemicals,n-Hexane,YES,NO,NO,NO,5133.0,0.0,0.0,0.0,5133.0,0.0,0.0,0.0,0.0,5133.0
CHEMOURS JOHNSONVILLE PLANT,TN,Chemicals,"Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)",YES,NO,NO,NO,5769.0,0.0,0.0,0.0,5769.0,0.0,0.0,1140398.0,0.0,1146167.0
VALERO CHARLES CITY PLANT,IA,Chemicals,Benzene,YES,YES,NO,NO,15.0,0.0,0.0,0.0,15.0,0.0,0.0,23.0,0.0,38.0
PCS NITROGEN FERTILIZER LP,LA,Chemicals,Nitrate compounds (water dissociable; reportable only when in aqueous solution),NO,NO,NO,NO,442248.0,0.0,7.0,7.0,442248.0,0.0,0.0,0.0,7.0,442255.0
POLYMER ADHESIVE LLC,TX,Chemicals,Toluene,YES,NO,NO,NO,537.7,0.0,462.27,462.27,537.7,0.0,0.0,0.0,462.27,999.97
MAGNUM PRODUCTS,AL,Chemicals,Methanol,YES,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TEDIA CO LLC,OH,Chemicals,Acetonitrile,YES,NO,NO,NO,9319.0,0.0,0.0,109839.0,9319.0,0.0,109839.0,0.0,0.0,119158.0
EXXONMOBIL BATON ROUGE CHEMICAL PLANT NORTH,LA,Chemicals,Lead  And Lead Compounds,YES,NO,YES,NO,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.1
THE GOODYEAR TIRE & RUBBER CO BAYPORT CHEMICAL PLANT,TX,Chemicals,Diphenylamine,YES,NO,NO,NO,173.1,0.0,277.0,277.0,173.1,0.0,0.0,0.0,277.0,371.0
BEAUTY MANUFACTURING SOLUTIONS CORP.,TX,Chemicals,Benzoyl peroxide,YES,NO,NO,NO,0.0,0.0,574.471,574.471,0.0,0.0,0.0,0.0,574.471,574.471
ISLECHEM LLC D.B.A. ACTYLIS BUFFALO,NY,Chemicals,3-Chloro-2-methyl-1-propene,NO,YES,NO,NO,207.0,0.0,4880.0,26480.0,207.0,0.0,0.0,0.0,4880.0,26687.0
EASTMAN CHEMICAL CO TENNESSEE OPERATIONS,TN,Chemicals,"1,3-Butadiene",YES,YES,NO,NO,522.0,0.0,0.0,0.0,522.0,0.0,0.0,0.0,0.0,103017.0
THE DOW CHEMICAL CO - LOUISIANA OPERATIONS,LA,Chemicals,Naphthalene,YES,YES,NO,NO,448.0,0.0,453.0,877.0,448.0,0.0,0.0,1113.0,453.0,2438.0
AKZO NOBEL COATINGS INC,OH,Chemicals,Ethylene glycol,YES,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
THE ANDERSONS MARATHON HOLDINGS LLC - CLYMERS FACILITY,IN,Chemicals,Benzene,YES,YES,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AVANTOR PERFORMANCE MATERIALS,KY,Chemicals,Ethylene glycol,YES,NO,NO,NO,150.0,157298.0,1637.0,203616.0,157448.0,0.0,0.0,0.0,1637.0,203766.0
CARLISLE POLYURETHANE SYSTEMS,MO,Chemicals,Toluene,YES,NO,NO,NO,500.0,0.0,0.0,864.0,500.0,0.0,0.0,0.0,0.0,1364.0
PPG ARCHITECTURAL FINISHES INC,GA,Chemicals,Certain glycol ethers,YES,NO,NO,NO,751.1,0.0,107.8,107.8,751.1,572.0,0.0,153.0,107.8,1583.9
ROHM & HAAS CHEMICALS LLC - KNOXVILLE SITE,TN,Chemicals,Acrylamide,YES,YES,NO,NO,1.0,24.24,25.76,50.0,25.24,0.0,0.0,69.0,25.76,120.0
RICHARD'S PAINT MANUFACTURING INC,FL,Chemicals,"1,2,4-Trimethylbenzene",NO,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AVEVA DRUG DELIVERY SYSTEMS,FL,Chemicals,Xylene (mixed isomers),YES,NO,NO,NO,677.0,0.0,0.0,191.0,677.0,0.0,0.0,13542.0,0.0,14410.0
SURPASS CHEMICAL CO. INC.,NY,Chemicals,Nonylphenol Ethoxylates,NO,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VARN INTERNATIONAL INC A FLINT GROUP CO,IL,Chemicals,Nitrate compounds (water dissociable; reportable only when in aqueous solution),NO,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KOCH FERTILIZER ENID LLC,OK,Chemicals,Nitric acid,NO,NO,NO,NO,179.0,0.0,0.0,0.0,179.0,0.0,0.0,0.0,0.0,179.0
SHELL NORCO CHEMICAL PLANT WEST SITE,LA,Chemicals,Mercury compounds,YES,NO,YES,NO,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
COSMOPOLITON CHEMICAL CO,NY,Chemicals,Sodium nitrite,NO,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POLYURETHANE SPECIALTIES CO.IN C.,NJ,Chemicals,"Toluene-2,4-diisocyanate",YES,YES,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALLNEX USA INC.,KY,Chemicals,Methyl methacrylate,YES,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VAN DIEST SUPPLY CO,IA,Chemicals,Atrazine,NO,NO,NO,NO,6570.7,1316.0,9483.0,14645.0,7886.7,0.0,0.0,0.0,9483.0,21215.7
ECO-SERVICES OPERATIONS,LA,Chemicals,Chloroethane,YES,NO,NO,NO,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,161123.1
NCP COATINGS LLC,MI,Chemicals,n-Butyl alcohol,NO,NO,NO,NO,3863.0,11822.0,0.0,11822.0,15685.0,24624.0,0.0,0.0,0.0,40309.0
EVONIK CORP,KY,Chemicals,Ammonia,NO,NO,NO,NO,21022.0,2733.0,0.0,2733.0,23755.0,0.0,0.0,107000.0,0.0,130755.0
ECOLAB INC KAY CHEMICAL CO,NC,Chemicals,Ammonia,NO,NO,NO,NO,0.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0
TOTALENERGIES PETROCHEMICALS & REFINING USA INC (TOTAL CRAY,CO,Chemicals,"1,3-Butadiene",YES,YES,NO,NO,2273.3,0.0,0.0,0.0,2273.3,0.0,0.0,0.0,0.0,2273.3
EVANS CHEMETICS LP,NY,Chemicals,Epichlorohydrin,YES,YES,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MALLINCKRODT,MO,Chemicals,Ammonia,NO,NO,NO,NO,56.0,0.0,18042.0,18042.0,56.0,0.0,0.0,0.0,18042.0,18098.0
IST (USA) CORP,NJ,Chemicals,"4,4'-Diaminodiphenyl ether",YES,YES,NO,NO,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2
INGEVITY SOUTH CAROLINA LLC CHARLESTON CHEMICAL PLANT,SC,Chemicals,Acrylic acid,YES,NO,NO,NO,1209.0,0.0,67.0,67.0,1209.0,0.0,0.0,55010.0,67.0,56286.0
NOVOZYMES BLAIR INC,NE,Chemicals,Nitrate compounds (water dissociable; reportable only when in aqueous solution),NO,NO,NO,NO,0.0,0.0,680000.0,680000.0,0.0,0.0,0.0,0.0,680000.0,680000.0
VIBRANTZ CORP,NY,Chemicals,Lead compounds,YES,NO,YES,NO,0.13,56.23,0.0,56.23,56.36,0.0,0.0,0.0,0.0,56.36
PREFERE MELAMINES LLC,MA,Chemicals,Formic acid,NO,NO,NO,NO,0.0,0.0,287.0,287.0,0.0,0.0,0.0,111992.0,287.0,112279.0
AMERICAN SYNTHETIC RUBBER CO,KY,Chemicals,Toluene,YES,NO,NO,NO,192805.8,198.0,65473.0,89488.7,193003.8,0.0,0.0,1310980.0,65473.0,1593274.5
EXXONMOBIL BAYTOWN CHEMICAL PLANT (PART),TX,Chemicals,Hydrogen cyanide,YES,NO,NO,NO,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,5.0
ASCEND PERFORMANCE MATERIALS-CHOCOLATE BAYOU PLANT,TX,Chemicals,Ethylbenzene,YES,YES,NO,NO,206.0,0.0,369.0,369.0,206.0,0.0,0.0,0.0,369.0,575.0
ARNETTE POLYMERS LLC,MO,Chemicals,Phenol,YES,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NALCO CO,AL,Chemicals,Ammonia,NO,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HUNTSMAN ADVANCED MATERIALS,MI,Chemicals,"4,4'-Isopropylidenediphenol",YES,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VERDANT ENERGY SOLUTIONS - LIBERTY,TX,Chemicals,Toluene,YES,NO,NO,NO,286.0,300.0,33738.0,34038.0,586.0,0.0,0.0,375.0,33738.0,34699.0
ASCENT CHEMICALS,TN,Chemicals,Nonylphenol Ethoxylates,NO,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARLANXEO,TX,Chemicals,Ammonia,NO,NO,NO,NO,29334.0,0.0,10.0,10.0,29334.0,0.0,0.0,6560.0,10.0,35904.0
SHERWIN-WILLIAMS CO,TX,Chemicals,Diuron,NO,NO,NO,NO,0.0,636.0,155.0,791.0,636.0,0.0,0.0,0.0,155.0,791.0
SHORE CORP,PA,Chemicals,Hydrogen fluoride,YES,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LYCUS LTD,AR,Chemicals,Dimethyl sulfate,YES,YES,NO,NO,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0
"LYMTAL INTERNATIONAL,INC.",MI,Chemicals,"Toluene-2,6-diisocyanate",NO,YES,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BIG SPRING CARBON BLACK PLANT,TX,Chemicals,Carbonyl sulfide,YES,NO,NO,NO,6876.0,0.0,0.0,0.0,6876.0,0.0,0.0,547046.0,0.0,553922.0
ARKEMA INC,VA,Chemicals,Toluene,YES,NO,NO,NO,2450.0,0.0,10.0,262010.0,2450.0,688000.0,0.0,26100.0,10.0,978560.0
GREEN PLAINS MADISON LLC,IL,Chemicals,Acrolein,YES,YES,NO,NO,1537.0,0.0,0.0,0.0,1537.0,0.0,0.0,15000.0,0.0,16537.0
GOODYEAR TIRE & RUBBER CO,TX,Chemicals,Sodium nitrite,NO,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SHOW ME ETHANOL LLC,MO,Chemicals,Cyclohexane,NO,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITAFOS CONDA LLC,ID,Chemicals,Selenium  And Selenium Compounds,YES,NO,NO,NO,20837.497,0.0,0.0,0.0,20837.497,0.0,0.0,0.0,0.0,20837.497
HELENA INDUSTRIES LLC,AR,Chemicals,Manganese compounds,YES,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WESTLAKE US 2 LLC,LA,Chemicals,Vinylidene chloride,YES,YES,NO,NO,2673.0,0.0,8098.0,8099.6,2673.0,0.0,1.6,210000.0,7968.0,400589.6
AMERICAN PACIFIC CORP UTAH OPERATIONS,UT,Chemicals,Barium  And Barium Compounds,NO,NO,NO,NO,0.0,4.76,0.0,4.76,4.76,0.0,0.0,59659.0,0.0,59663.76
QC CORP,MO,Chemicals,Zinc compounds,NO,NO,NO,NO,4613.0,2820.0,0.0,2820.0,7433.0,0.0,0.0,0.0,0.0,7433.0
PHARMETIC MANFACTURING CO.,NJ,Chemicals,Nonylphenol Ethoxylates,NO,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NATION FORD CHEMICAL CO,SC,Chemicals,Aniline,YES,YES,NO,NO,7254.8,109.778,8188.368,8321.146,7364.578,443939.0,0.0,0.0,8188.368,459514.946
CORAL CHEMICAL,IL,Chemicals,Hydrogen fluoride,YES,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENNIS-FLINT SALEM,OR,Chemicals,Butyl acrylate,NO,NO,NO,NO,522.0,0.0,0.0,0.0,522.0,0.0,0.0,0.0,0.0,522.0
JOHNSON MATTHEY PROCESS TECHNOLOGIES INC,GA,Chemicals,Ammonia,NO,NO,NO,NO,26910.0,42.0,3159.0,3201.0,26952.0,0.0,0.0,0.0,3159.0,30111.0
ADJUVANTS UNLIMITED- #3507,OK,Chemicals,Ammonia,NO,NO,NO,NO,1547.0,0.0,0.0,0.0,1547.0,0.0,0.0,0.0,0.0,1547.0
ZEON CHEMICALS LP,KY,Chemicals,Ammonia,NO,NO,NO,NO,39930.0,0.0,247.0,247.0,39930.0,0.0,0.0,0.0,247.0,40177.0
SHERWIN-WILLIAMS CO,IL,Chemicals,Methyl isobutyl ketone,YES,YES,NO,NO,2745.0,0.0,2942.0,4403.0,2745.0,0.0,0.0,0.0,2942.0,7148.0
TICONA POLYMERS INC,TX,Chemicals,n-Hexane,YES,NO,NO,NO,68980.0,0.0,196913.0,196913.0,68980.0,0.0,0.0,1293600.0,196913.0,1559493.0
CAPITAL RESIN CORP,OH,Chemicals,Phenol,YES,NO,NO,NO,219.0,34216.0,6.0,37381.0,34435.0,0.0,0.0,0.0,6.0,37600.0
LYCUS LTD,AR,Chemicals,"1,2-Dichloroethane",YES,YES,NO,NO,15000.0,11345.0,6016.0,17361.0,26345.0,0.0,0.0,0.0,6016.0,32361.0
"LYMTAL INTERNATIONAL,INC.",MI,Chemicals,Perfluorodecanoic acid,NO,NO,NO,YES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BASF TOTALENERGIES PETROCHEMICALS LLC,TX,Chemicals,Ethylbenzene,YES,YES,NO,NO,2246.6,0.0,5.025,861.44,2246.6,0.0,0.0,0.0,5.025,3108.04
BRIDGEPORT ETHANOL LLC,NE,Chemicals,Methanol,YES,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TEKNOR APEX TENNESSEE CO (AKA HAYWOOD CO),TN,Chemicals,Phthalic anhydride,YES,NO,NO,NO,26.0,1475.0,0.0,1475.0,1501.0,30811.0,0.0,0.0,0.0,32312.0
CROWN CHEMICAL INC,IL,Chemicals,Certain glycol ethers,YES,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AXALTA COATING SYSTEMS USA LLC- FORT MADISON PLANT,IA,Chemicals,Methyl methacrylate,YES,NO,NO,NO,843.32,1760.0,2723.0,42765.886,2603.32,0.0,340.0,0.0,2723.0,43609.206
DUPONT PONTCHARTRAIN WORKS,LA,Chemicals,Aniline,YES,YES,NO,NO,23714.0,0.0,1393.0,1393.0,23714.0,0.0,0.0,45876.0,1393.0,673179.0
ESTRON CHEMICALS INC,KY,Chemicals,Butyl acrylate,NO,NO,NO,NO,4584.0,0.0,0.0,0.0,4584.0,0.0,0.0,0.0,0.0,4584.0
MCGEAN-ROHCO INC,OH,Chemicals,Epichlorohydrin,YES,YES,NO,NO,341.0,125.19,5.0,130.19,466.19,0.0,0.0,28731.0,5.0,29202.19
TAFT MANUFACTURING LLC,CA,Chemicals,Methanol,YES,NO,NO,NO,2.15,5.0,0.0,5.0,7.15,0.0,0.0,186.94,0.0,194.09
PHARMACIA & UPJOHN CO LLC A SUBSIDIARY OF PFIZER INC,MI,Chemicals,tert-Butyl alcohol,NO,NO,NO,NO,8.0,0.0,0.0,151000.0,8.0,0.0,0.0,6200.0,0.0,157208.0
VENCOREX US INC,TX,Chemicals,Ethylbenzene,YES,YES,NO,NO,133.0,0.0,14.0,14.0,133.0,0.0,0.0,18.0,14.0,165.0
PLASTICS ENGINEERING CO,WI,Chemicals,Zinc compounds,NO,NO,NO,NO,13.5,2339.8,0.0,2339.8,2353.3,0.0,0.0,0.0,0.0,2353.3
BASF CORP,PA,Chemicals,Styrene,YES,YES,NO,NO,2659.0,0.0,18.0,118808.0,2659.0,0.0,0.0,75000.0,18.0,196467.0
MULTI-CHEM GROUP BAYPORT TX FACILITY,TX,Chemicals,Ethylene oxide,YES,YES,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,24.0
DIAMOND CHEMICAL CO. INC.,NJ,Chemicals,Diethanolamine,YES,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3M CHEMICAL OPERATIONS' COTTAGE GROVE FACILITY,MN,Chemicals,Methanol,YES,NO,NO,NO,21903.89,0.0,143693.4,290207.4,21903.89,0.0,146514.0,224056.4,143693.3,536166.61
ISP LIMA LLC,OH,Chemicals,Formic acid,NO,NO,NO,NO,408.6,0.0,0.0,0.0,408.6,0.0,0.0,132.0,0.0,40362.6
ECO SERVICES OPERATIONS CORP.,TX,Chemicals,Lead compounds,YES,NO,YES,NO,0.189,0.0,0.0,0.0,0.189,0.0,0.0,0.0,0.0,0.189
EVONIK INDUSTRIES,WI,Chemicals,Diethyl sulfate,YES,YES,NO,NO,33.6,0.1,0.0,0.1,33.7,0.0,0.0,0.0,0.0,33.7
ASCEND PERFORMANCE MATERIALS-CHOCOLATE BAYOU PLANT,TX,Chemicals,Acrylamide,YES,YES,NO,NO,1665939.0,1.0,0.0,1.0,1665940.0,0.0,0.0,35.0,0.0,1665975.0
DELTECH POLYMERS CORP,OH,Chemicals,Styrene,YES,YES,NO,NO,6613.0,0.041,7570.234,17513.275,6613.041,0.0,0.0,0.0,7570.234,26568.275
PPG PROTECTIVE & MARINE COAT INGS,AR,Chemicals,n-Butyl alcohol,NO,NO,NO,NO,926.0,0.0,141.0,247.0,926.0,7631.0,0.0,0.0,141.0,8804.0
ASCENT CHEMICALS,SC,Chemicals,Phthalic anhydride,YES,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NITEO PRODUCTS LLC.,MS,Chemicals,Toluene,YES,NO,NO,NO,497.0,0.0,0.0,0.0,497.0,0.0,0.0,0.0,0.0,497.0
SI GROUP INC,SC,Chemicals,Methyl acrylate,NO,YES,NO,NO,2345.0,0.0,0.0,2103.0,2345.0,0.0,0.0,777.0,0.0,26665.0
ALTIVIA SPECIALTY CHEMICALS LLC,TX,Chemicals,Phosgene,YES,NO,NO,NO,85.0,0.0,2.0,2.0,85.0,6660096.0,0.0,30925.0,2.0,6691051.0
DOW CHEMICAL CO FREEPORT FACILITY,TX,Chemicals,Phenol,YES,NO,NO,NO,1699.0,0.0,12.0,12.0,1699.0,0.0,0.0,85051.0,12.0,87765.0
THE ANDERSONS MARATHON HOLDINGS LLC - CLYMERS FACILITY,IN,Chemicals,Formaldehyde,YES,YES,NO,NO,1605.0,0.0,0.0,0.0,1605.0,0.0,0.0,9900.0,0.0,11505.0
ELEMENTIS SPECIATIES INC,WV,Chemicals,Vinyl acetate,YES,YES,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CABOT FUMED SILICA - MIDLAND PLANT,MI,Chemicals,Chlorine,YES,NO,NO,NO,182.0,0.0,0.0,0.0,182.0,3002658.0,0.0,0.0,0.0,3002840.0
NIPPON PAINT AUTOMOTIVE AMERICAS (NPAA),IL,Chemicals,Certain glycol ethers,YES,NO,NO,NO,518.0,0.0,43.0,324264.0,518.0,159960.0,323270.0,0.0,43.0,484741.0
LYONDELL CHEMICAL CO,TX,Chemicals,Isobutyraldehyde,NO,NO,NO,NO,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0
RHO CHEMICAL CO. INC.,IL,Chemicals,Toluene,YES,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANCHOR PACKAGING INC,AR,Chemicals,Nonylphenol Ethoxylates,NO,NO,NO,NO,0.0,890.0,0.0,890.0,890.0,0.0,0.0,0.0,0.0,890.0
CATALYST OILFIELD SERVICES 2016 LLC,TX,Chemicals,Zinc compounds,NO,NO,NO,NO,250.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0,250.0
PARKER LORD CORP,PA,Chemicals,Methyl methacrylate,YES,NO,NO,NO,12624.0,0.0,16280.0,20378.0,12624.0,0.0,0.0,0.0,16280.0,33002.0
INTERPLASTIC CORP,MN,Chemicals,Phthalic anhydride,YES,NO,NO,NO,721.0,0.0,0.0,0.0,721.0,0.0,0.0,72232.0,0.0,72953.0
ITAFOS CONDA LLC,ID,Chemicals,Copper  And Copper Compounds,NO,NO,NO,NO,39695.19,4.03,0.0,4924.03,39699.22,0.0,4920.0,0.0,0.0,44619.22
WESTLAKE US 2 LLC,LA,Chemicals,Dichlorobenzene (mixed isomers),NO,YES,NO,NO,15.5,0.0,8600.0,8600.0,15.5,0.0,0.0,200000.0,8575.0,608590.5
BLENTECH CORP,TX,Chemicals,Diethanolamine,YES,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BAYER CROPSCIENCE LP,IA,Chemicals,"1,2,4-Trimethylbenzene",NO,NO,NO,NO,370.0,0.0,1338.0,1338.0,370.0,0.0,0.0,0.0,1338.0,1708.0
GREEN PLAINS FAIRMONT LLC,MN,Chemicals,n-Hexane,YES,NO,NO,NO,5502.0,0.0,0.0,0.0,5502.0,0.0,0.0,0.0,0.0,5502.0
CHEM TECHNOLOGIES LTD.,OH,Chemicals,Thiram,NO,NO,NO,NO,26.0,0.0,1609.0,1641.0,26.0,0.0,32.0,0.0,1609.0,1667.0
DUPONT TOWANDA PLANT,PA,Chemicals,Methanol,YES,NO,NO,NO,2525.0,610.0,970.0,76439.0,3135.0,0.0,0.0,140561.0,970.0,219525.0
FORMOSA PLASTICS CORP TEXAS,TX,Chemicals,Chloroprene,YES,YES,NO,NO,19.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,1591138.0
AXALTA COATING SYSTEMS USA LLC-FRONT ROYAL PLANT,VA,Chemicals,n-Butyl alcohol,NO,NO,NO,NO,161.0,0.0,0.0,2501.0,161.0,0.0,1288.0,0.0,0.0,2662.0
DAKOTA SPIRIT AGENERGY LLC,ND,Chemicals,Benzene,YES,YES,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NOVASTAR LP,TX,Chemicals,Ammonia,NO,NO,NO,NO,32.56,0.0,0.0,0.0,32.56,0.0,0.0,0.0,0.0,32.56
CUSTOM SYNTHESIS LLC,SC,Chemicals,Certain glycol ethers,YES,NO,NO,NO,10.0,3515.0,0.0,3515.0,3525.0,9722.0,0.0,0.0,0.0,13247.0
FLINT GROUP PIGMENTS,SC,Chemicals,Barium  And Barium Compounds,NO,NO,NO,NO,30.5,809.81,0.0,809.81,840.31,0.0,0.0,0.0,0.0,840.31
CHAMPIONX-FREEPORT,TX,Chemicals,Ethylene oxide,YES,YES,NO,NO,553.02,0.0,395.0,395.0,553.02,0.0,0.0,0.0,395.0,948.02
DOW CHEMICAL CO FREEPORT FACILITY,TX,Chemicals,Isoprene,NO,YES,NO,NO,0.0,0.0,0.0,398.0,0.0,0.0,0.0,0.0,0.0,398.0
AZTALAN BIO,WI,Chemicals,Acetaldehyde,YES,YES,NO,NO,2542.68,0.0,0.0,0.0,2542.68,0.0,0.0,74658.82,0.0,77201.5
EKC TECHNOLOGY INC.,CA,Chemicals,Catechol,YES,YES,NO,NO,95.33,0.0,2150.6,2150.6,95.33,0.0,0.0,195.63,2150.6,2441.56
PARKER LORD CORP,PA,Chemicals,Lead  And Lead Compounds,YES,NO,YES,NO,0.1,25157.0,0.0,25157.0,25157.1,0.0,0.0,0.0,0.0,25157.1
THE DOW CHEMICAL CO,MI,Chemicals,Ethylbenzene,YES,YES,NO,NO,3157.0,800.0,14313.0,610723.0,3957.0,0.0,1500.0,290000.0,14313.0,903788.0
EASTMAN CHEMICAL CO TENNESSEE OPERATIONS,TN,Chemicals,Toluene,YES,NO,NO,NO,43882.0,0.24,0.76,1.0,43882.24,0.0,0.0,350631.0,0.76,395257.0
INDORAMA VENTURES,AL,Chemicals,"1,4-Dioxane",YES,YES,NO,NO,998.65,13450.64,10568.36,24019.0,14449.29,0.0,0.0,64741.0,10568.36,89758.65
NALCO CO,LA,Chemicals,Zinc compounds,NO,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VOLUNTARY PURCHASING GROUPS INC,TX,Chemicals,Picloram,NO,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FORMOSA PLASTICS CORP LOUISIANA,LA,Chemicals,Tetrachloroethylene,YES,YES,NO,NO,1524.0,0.0,921980.0,921980.0,1524.0,0.0,0.0,14588.0,921980.0,938092.0
ALTIVIA INSTITUTE FACILITIES,WV,Chemicals,Nitrate compounds (water dissociable; reportable only when in aqueous solution),NO,NO,NO,NO,70287.0,0.0,0.0,0.0,70287.0,0.0,0.0,0.0,0.0,70287.0
SHELL NORCO CHEMICAL PLANT WEST SITE,LA,Chemicals,Phenol,YES,NO,NO,NO,9.3,0.0,0.0,0.0,9.3,0.0,0.0,324197.0,0.0,324206.3
ADVANCE COATINGS CO,MA,Chemicals,Methyl methacrylate,YES,NO,NO,NO,551.0,0.0,278.0,278.0,551.0,0.0,0.0,9771.0,278.0,10600.0
HEARTLAND CORN PRODUCTS,MN,Chemicals,Methanol,YES,NO,NO,NO,3736.0,0.0,0.0,0.0,3736.0,0.0,0.0,65088.0,0.0,68824.0
INEOS STYROLUTION AMERICA LLC,TX,Chemicals,Propylene,NO,NO,NO,NO,491.74,0.0,0.0,0.0,491.74,0.0,0.0,0.0,0.0,57051.26
BASF CORP - HANNIBAL SITE,MO,Chemicals,Formic acid,NO,NO,NO,NO,15.0,0.0,0.0,0.0,15.0,0.0,0.0,76565.0,0.0,76580.0
EQUISTAR CHEMICALS LP,TX,Chemicals,Chlorine,YES,NO,NO,NO,1400.0,0.0,0.0,0.0,1400.0,0.0,0.0,0.0,0.0,1400.0
EASTMAN CHEMICAL CO SOUTH CAROLINA OPERATIONS,SC,Chemicals,Antimony compounds,YES,NO,NO,NO,0.0,1583.0,0.0,4550.0,1583.0,0.0,2967.0,0.0,0.0,4550.0
SOUTH COAST TERMINALS LLC STRANG ROAD FACILITY,TX,Chemicals,Ethylbenzene,YES,YES,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DIVERSEY INC.,WI,Chemicals,Acetaldehyde,YES,YES,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALLNEX USA INC.,KY,Chemicals,Styrene,YES,YES,NO,NO,104.0,230315.24,0.0,230315.24,230419.24,0.0,0.0,0.0,0.0,230419.24
